#{"t_start": 1713661405.640897, "env_id": "PandaPickAndPlace-v1"}
r,l,t,is_success
-50.0,50,6287.444028,0.0
-44.0,50,6289.704171,0.0
-50.0,50,6292.066759,0.0
-50.0,50,6294.38288,0.0
-50.0,50,6296.796609,0.0
-8.0,50,6299.038787,1.0
-50.0,50,6301.272911,0.0
-50.0,50,6303.577796,0.0
-50.0,50,6305.919307,0.0
-39.0,50,6308.272754,0.0
-50.0,50,6310.590737,0.0
-50.0,50,6312.97195,0.0
-50.0,50,6315.31524,0.0
-4.0,50,6317.673983,1.0
-50.0,50,6319.948819,0.0
-50.0,50,6322.243986,0.0
-50.0,50,6324.610581,0.0
-50.0,50,6327.010226,0.0
-50.0,50,6329.413918,0.0
-50.0,50,6331.742908,0.0
-50.0,50,6334.020487,0.0
-50.0,50,6336.420611,0.0
-50.0,50,6338.77691,0.0
-50.0,50,6341.0258,0.0
-50.0,50,6343.315271,0.0
-50.0,50,6345.54364,0.0
-46.0,50,6347.839824,0.0
-50.0,50,6350.128234,0.0
-8.0,50,6352.416058,1.0
-46.0,50,6354.761407,0.0
-50.0,50,6357.084339,0.0
-50.0,50,6359.387783,0.0
-50.0,50,6361.770746,0.0
-50.0,50,6364.029977,0.0
-50.0,50,6366.367775,0.0
-50.0,50,6368.758561,0.0
-10.0,50,6371.362435,1.0
-14.0,50,6373.866503,1.0
-50.0,50,6376.150931,0.0
-50.0,50,6378.412968,0.0
-50.0,50,6380.69903,0.0
-50.0,50,6383.063801,0.0
-50.0,50,6385.303229,0.0
-38.0,50,6387.622248,1.0
-6.0,50,6389.969201,1.0
-42.0,50,6392.327979,0.0
-50.0,50,6394.703709,0.0
-50.0,50,6397.021021,0.0
-50.0,50,6399.318616,0.0
-50.0,50,6401.650738,0.0
-50.0,50,6403.964496,0.0
0.0,50,6406.305435,1.0
-29.0,50,6408.612885,1.0
-4.0,50,6410.977888,1.0
-48.0,50,6413.337783,0.0
-50.0,50,6415.665024,0.0
-50.0,50,6417.996034,0.0
-6.0,50,6420.330921,1.0
-50.0,50,6422.525233,0.0
-50.0,50,6424.866922,0.0
-48.0,50,6427.158688,0.0
-48.0,50,6429.520644,0.0
-50.0,50,6431.85603,0.0
-50.0,50,6434.086294,0.0
-50.0,50,6436.443822,0.0
-28.0,50,6438.721742,1.0
-50.0,50,6441.078336,0.0
-50.0,50,6443.460302,0.0
-50.0,50,6445.790075,0.0
-50.0,50,6448.081704,0.0
-50.0,50,6450.416105,0.0
-50.0,50,6452.775934,0.0
0.0,50,6455.179504,1.0
-50.0,50,6457.560035,0.0
-50.0,50,6459.845307,0.0
-50.0,50,6462.187601,0.0
-50.0,50,6464.452004,0.0
-50.0,50,6466.822526,0.0
-49.0,50,6469.09108,0.0
-6.0,50,6471.322528,1.0
-47.0,50,6473.676899,0.0
-50.0,50,6475.979392,0.0
-50.0,50,6478.228977,0.0
-15.0,50,6480.5057,1.0
-50.0,50,6482.747749,0.0
-50.0,50,6485.002249,0.0
-50.0,50,6487.301388,0.0
-49.0,50,6489.561677,0.0
-50.0,50,6491.898293,0.0
-50.0,50,6494.374137,0.0
-50.0,50,6496.917264,0.0
-50.0,50,6499.33802,0.0
-50.0,50,6501.659365,0.0
-50.0,50,6504.04187,0.0
-50.0,50,6506.347443,0.0
-39.0,50,6508.7103,0.0
-50.0,50,6510.952895,0.0
-49.0,50,6513.231111,0.0
-50.0,50,6515.569039,0.0
-50.0,50,6517.854121,0.0
-49.0,50,6520.155437,0.0
-50.0,50,6522.431815,0.0
-50.0,50,6524.798335,0.0
-50.0,50,6526.998084,0.0
-46.0,50,6529.291969,0.0
-50.0,50,6531.487639,0.0
-50.0,50,6533.836386,0.0
-50.0,50,6536.218834,0.0
-50.0,50,6538.505167,0.0
-50.0,50,6540.758098,0.0
-50.0,50,6543.108101,0.0
-50.0,50,6545.344477,0.0
-48.0,50,6547.695375,0.0
-50.0,50,6550.023523,0.0
-43.0,50,6552.361195,0.0
-50.0,50,6554.587054,0.0
-50.0,50,6556.875222,0.0
-50.0,50,6559.250671,0.0
-50.0,50,6561.631662,0.0
-50.0,50,6563.902172,0.0
-13.0,50,6566.196716,1.0
-50.0,50,6568.470486,0.0
-50.0,50,6570.76901,0.0
-50.0,50,6572.951514,0.0
-50.0,50,6575.251875,0.0
-50.0,50,6577.639431,0.0
-50.0,50,6579.852683,0.0
-44.0,50,6582.117327,0.0
-50.0,50,6584.446115,0.0
-50.0,50,6586.77443,0.0
-50.0,50,6589.021326,0.0
-50.0,50,6591.28736,0.0
-43.0,50,6593.526129,0.0
-50.0,50,6595.841647,0.0
-50.0,50,6598.227249,0.0
-50.0,50,6600.468255,0.0
-46.0,50,6602.801234,0.0
-50.0,50,6605.095916,0.0
-50.0,50,6607.38261,0.0
-50.0,50,6609.690459,0.0
-47.0,50,6611.949797,0.0
-50.0,50,6614.290111,0.0
-50.0,50,6616.613348,0.0
-46.0,50,6619.108644,0.0
-50.0,50,6621.62236,0.0
-50.0,50,6623.908522,0.0
-50.0,50,6626.25814,0.0
-50.0,50,6628.550452,0.0
-50.0,50,6630.834937,0.0
-46.0,50,6633.196336,0.0
-50.0,50,6635.439601,0.0
-50.0,50,6637.720813,0.0
-50.0,50,6640.097544,0.0
-50.0,50,6642.401002,0.0
-50.0,50,6644.747078,0.0
-50.0,50,6647.121417,0.0
-50.0,50,6649.437104,0.0
-50.0,50,6651.717447,0.0
-37.0,50,6654.10474,0.0
-50.0,50,6656.410787,0.0
-8.0,50,6658.794037,1.0
-50.0,50,6661.156869,0.0
-50.0,50,6663.458599,0.0
-50.0,50,6665.628723,0.0
-48.0,50,6667.969572,0.0
-50.0,50,6670.184385,0.0
-22.0,50,6672.578229,0.0
-50.0,50,6674.809647,0.0
-50.0,50,6677.117203,0.0
-50.0,50,6679.39203,0.0
-50.0,50,6681.737597,0.0
-50.0,50,6684.003068,0.0
-50.0,50,6686.261592,0.0
-50.0,50,6688.599023,0.0
-50.0,50,6690.768609,0.0
-50.0,50,6693.003719,0.0
-50.0,50,6695.230835,0.0
-50.0,50,6697.509703,0.0
0.0,50,6699.7956,1.0
-4.0,50,6702.099092,1.0
-10.0,50,6704.385018,1.0
-50.0,50,6706.780811,0.0
-50.0,50,6709.039908,0.0
-50.0,50,6711.380813,0.0
-50.0,50,6713.69919,0.0
0.0,50,6715.940356,1.0
-50.0,50,6718.253989,0.0
-50.0,50,6720.51352,0.0
-50.0,50,6722.882412,0.0
-50.0,50,6725.162488,0.0
-50.0,50,6727.504463,0.0
-7.0,50,6729.728768,1.0
-50.0,50,6732.024864,0.0
-47.0,50,6734.344341,0.0
-50.0,50,6736.616923,0.0
-50.0,50,6738.913065,0.0
-50.0,50,6741.294614,0.0
-9.0,50,6743.75288,1.0
-50.0,50,6746.325214,0.0
0.0,50,6748.57835,1.0
-50.0,50,6750.939679,0.0
-7.0,50,6753.373326,1.0
-50.0,50,6755.651089,0.0
-50.0,50,6757.991176,0.0
-50.0,50,6760.244399,0.0
-8.0,50,6762.582325,1.0
-50.0,50,6764.940275,0.0
-49.0,50,6767.381075,0.0
-50.0,50,6769.659627,0.0
0.0,50,6771.852527,1.0
-50.0,50,6774.130161,0.0
-50.0,50,6776.350778,0.0
-50.0,50,6778.58041,0.0
-50.0,50,6780.85135,0.0
-50.0,50,6783.189961,0.0
-50.0,50,6785.396477,0.0
-50.0,50,6787.811328,0.0
-6.0,50,6790.040777,1.0
-49.0,50,6792.346906,0.0
-9.0,50,6794.763375,1.0
-50.0,50,6797.054281,0.0
-46.0,50,6799.415462,0.0
-50.0,50,6801.762609,0.0
-50.0,50,6804.019426,0.0
-50.0,50,6806.357208,0.0
-50.0,50,6808.753483,0.0
-50.0,50,6810.972131,0.0
-10.0,50,6813.285491,1.0
-50.0,50,6815.666124,0.0
-50.0,50,6817.954441,0.0
-7.0,50,6820.33931,1.0
-50.0,50,6822.618534,0.0
-50.0,50,6824.894562,0.0
-50.0,50,6827.159563,0.0
-50.0,50,6829.400502,0.0
-48.0,50,6831.707763,0.0
-50.0,50,6834.016141,0.0
-50.0,50,6836.295905,0.0
-46.0,50,6838.594917,0.0
-50.0,50,6840.757022,0.0
-50.0,50,6843.126071,0.0
-50.0,50,6845.397487,0.0
-11.0,50,6847.678402,1.0
-50.0,50,6849.990183,0.0
-50.0,50,6852.265679,0.0
-6.0,50,6854.610967,1.0
-50.0,50,6856.930258,0.0
-4.0,50,6859.222883,1.0
-6.0,50,6861.47844,1.0
-47.0,50,6863.78623,0.0
-40.0,50,6866.086547,0.0
-50.0,50,6868.656197,0.0
-50.0,50,6871.230773,0.0
-50.0,50,6873.655469,0.0
-50.0,50,6875.976758,0.0
-50.0,50,6878.294872,0.0
-50.0,50,6880.605891,0.0
-50.0,50,6882.86153,0.0
-50.0,50,6885.097181,0.0
-50.0,50,6887.427766,0.0
-50.0,50,6889.659637,0.0
-45.0,50,6891.897531,0.0
-50.0,50,6894.149919,0.0
-50.0,50,6896.466879,0.0
-46.0,50,6898.760257,0.0
-40.0,50,6901.215199,0.0
-50.0,50,6903.469301,0.0
-50.0,50,6905.74771,0.0
-50.0,50,6908.035635,0.0
-18.0,50,6910.338436,1.0
-50.0,50,6912.650191,0.0
-47.0,50,6914.906339,0.0
-50.0,50,6917.134597,0.0
-50.0,50,6919.384502,0.0
-50.0,50,6921.641152,0.0
-49.0,50,6923.877316,0.0
-6.0,50,6926.251107,1.0
-50.0,50,6928.519147,0.0
-50.0,50,6930.904658,0.0
-50.0,50,6933.138335,0.0
-50.0,50,6935.403327,0.0
-50.0,50,6937.730592,0.0
-48.0,50,6940.149178,0.0
-50.0,50,6942.473221,0.0
-50.0,50,6944.775872,0.0
-50.0,50,6947.050101,0.0
-50.0,50,6949.402195,0.0
-50.0,50,6951.79021,0.0
-50.0,50,6954.101026,0.0
-48.0,50,6956.480711,0.0
-50.0,50,6958.805947,0.0
-50.0,50,6961.267907,0.0
-50.0,50,6963.475206,0.0
-50.0,50,6965.769084,0.0
-50.0,50,6968.127208,0.0
-50.0,50,6970.508828,0.0
-46.0,50,6972.772638,0.0
-50.0,50,6975.05832,0.0
-50.0,50,6977.310296,0.0
0.0,50,6979.518386,1.0
-47.0,50,6981.887095,0.0
-48.0,50,6984.177521,0.0
-50.0,50,6986.550315,0.0
-47.0,50,6988.942333,0.0
-50.0,50,6991.469956,0.0
-50.0,50,6994.002068,0.0
-50.0,50,6996.519633,0.0
-50.0,50,6998.681558,0.0
-50.0,50,7001.028956,0.0
-11.0,50,7003.477672,0.0
-50.0,50,7005.73121,0.0
-50.0,50,7008.228086,0.0
-50.0,50,7010.554725,0.0
-50.0,50,7012.842722,0.0
-50.0,50,7015.179767,0.0
-50.0,50,7017.499483,0.0
-50.0,50,7019.740837,0.0
-50.0,50,7022.027834,0.0
-50.0,50,7024.294387,0.0
-50.0,50,7026.525954,0.0
-50.0,50,7028.854283,0.0
-49.0,50,7031.211915,0.0
-50.0,50,7033.50943,0.0
-11.0,50,7035.841896,1.0
-50.0,50,7038.092442,0.0
-50.0,50,7040.307171,0.0
-48.0,50,7042.623439,0.0
-50.0,50,7044.828067,0.0
-50.0,50,7047.056891,0.0
-50.0,50,7049.397727,0.0
-50.0,50,7051.744374,0.0
-8.0,50,7054.078601,1.0
-50.0,50,7056.424807,0.0
-50.0,50,7058.683439,0.0
-50.0,50,7060.997535,0.0
-50.0,50,7063.319174,0.0
-50.0,50,7065.627528,0.0
-50.0,50,7067.945259,0.0
-50.0,50,7070.288554,0.0
-50.0,50,7072.540034,0.0
-50.0,50,7074.968104,0.0
-50.0,50,7077.145517,0.0
-48.0,50,7079.542277,0.0
0.0,50,7081.697827,1.0
-50.0,50,7084.054302,0.0
-50.0,50,7086.374596,0.0
-47.0,50,7088.649092,0.0
-50.0,50,7090.913771,0.0
-50.0,50,7093.176972,0.0
-50.0,50,7095.53053,0.0
-50.0,50,7097.941571,0.0
-5.0,50,7100.224931,1.0
-50.0,50,7102.512877,0.0
-50.0,50,7104.839837,0.0
-50.0,50,7107.203884,0.0
-5.0,50,7109.548084,1.0
-50.0,50,7111.856699,0.0
-50.0,50,7114.136452,0.0
-50.0,50,7116.715064,0.0
-41.0,50,7119.267583,1.0
-50.0,50,7121.692629,0.0
-35.0,50,7124.045362,0.0
-50.0,50,7126.442376,0.0
-50.0,50,7128.641179,0.0
-5.0,50,7130.884535,1.0
-50.0,50,7133.236776,0.0
-50.0,50,7135.47373,0.0
-50.0,50,7137.820265,0.0
-45.0,50,7140.08979,0.0
-50.0,50,7142.315517,0.0
-50.0,50,7144.543272,0.0
-49.0,50,7146.803035,0.0
-50.0,50,7150.262589,0.0
-47.0,50,7153.806205,0.0
-50.0,50,7156.176435,0.0
-50.0,50,7158.546214,0.0
-50.0,50,7160.884267,0.0
0.0,50,7163.249159,1.0
-50.0,50,7165.597955,0.0
-50.0,50,7167.888664,0.0
-50.0,50,7170.169955,0.0
0.0,50,7172.42705,1.0
-50.0,50,7174.789405,0.0
-50.0,50,7177.007804,0.0
-50.0,50,7179.195181,0.0
-50.0,50,7181.479897,0.0
-48.0,50,7183.685641,0.0
0.0,50,7185.984904,1.0
-50.0,50,7188.309288,0.0
-50.0,50,7190.647923,0.0
-48.0,50,7192.944682,0.0
-50.0,50,7195.214126,0.0
-50.0,50,7197.557458,0.0
-16.0,50,7199.884012,0.0
-50.0,50,7202.145717,0.0
-50.0,50,7204.442291,0.0
0.0,50,7206.696792,1.0
-10.0,50,7208.992957,1.0
-50.0,50,7211.223253,0.0
-50.0,50,7213.376302,0.0
-50.0,50,7215.612353,0.0
-50.0,50,7217.895005,0.0
-50.0,50,7220.165959,0.0
-50.0,50,7222.470593,0.0
-8.0,50,7224.817321,1.0
-50.0,50,7227.169454,0.0
-9.0,50,7229.438623,1.0
-50.0,50,7231.779755,0.0
-50.0,50,7234.119544,0.0
-50.0,50,7236.442868,0.0
-50.0,50,7238.754334,0.0
-50.0,50,7241.060659,0.0
-50.0,50,7243.623647,0.0
-50.0,50,7246.131266,0.0
-50.0,50,7248.409265,0.0
-50.0,50,7250.828282,0.0
-50.0,50,7253.119685,0.0
-50.0,50,7255.45615,0.0
-50.0,50,7257.690636,0.0
-49.0,50,7259.97814,0.0
-50.0,50,7262.345698,0.0
-50.0,50,7264.710798,0.0
-45.0,50,7266.999244,0.0
-47.0,50,7269.305805,0.0
-7.0,50,7271.645625,1.0
0.0,50,7273.808674,1.0
-50.0,50,7276.124596,0.0
-50.0,50,7278.361842,0.0
-50.0,50,7280.670391,0.0
-50.0,50,7283.019756,0.0
-50.0,50,7285.300838,0.0
-10.0,50,7287.658756,1.0
-50.0,50,7289.962105,0.0
-47.0,50,7292.283751,0.0
-50.0,50,7295.74544,0.0
-50.0,50,7298.09519,0.0
-50.0,50,7300.399245,0.0
-42.0,50,7302.706275,0.0
-50.0,50,7304.945482,0.0
-50.0,50,7307.19849,0.0
-50.0,50,7309.473128,0.0
-46.0,50,7311.788987,0.0
-50.0,50,7314.090168,0.0
-50.0,50,7316.37274,0.0
-50.0,50,7318.779427,0.0
-50.0,50,7321.06907,0.0
-50.0,50,7323.379242,0.0
-50.0,50,7325.675765,0.0
-50.0,50,7327.969241,0.0
-50.0,50,7330.272573,0.0
-44.0,50,7332.630136,0.0
-48.0,50,7334.895423,0.0
-50.0,50,7337.195758,0.0
0.0,50,7339.527944,1.0
-50.0,50,7341.832657,0.0
-50.0,50,7344.052521,0.0
-50.0,50,7346.344551,0.0
-50.0,50,7348.620982,0.0
-50.0,50,7350.950523,0.0
-50.0,50,7353.226693,0.0
-50.0,50,7355.601633,0.0
-50.0,50,7357.95578,0.0
-50.0,50,7360.239407,0.0
-11.0,50,7362.52718,1.0
-47.0,50,7364.765763,0.0
-50.0,50,7367.341416,0.0
-50.0,50,7369.845025,0.0
-50.0,50,7372.088146,0.0
-50.0,50,7374.389232,0.0
-47.0,50,7376.73307,0.0
-50.0,50,7379.038761,0.0
-50.0,50,7381.329944,0.0
-50.0,50,7383.702673,0.0
-50.0,50,7385.993,0.0
-48.0,50,7388.296026,0.0
-50.0,50,7390.589045,0.0
-50.0,50,7392.781767,0.0
-50.0,50,7395.041633,0.0
-50.0,50,7397.370574,0.0
-50.0,50,7399.592274,0.0
-50.0,50,7401.906841,0.0
-50.0,50,7404.222337,0.0
-4.0,50,7406.587729,1.0
-50.0,50,7408.914901,0.0
-50.0,50,7411.26112,0.0
-50.0,50,7413.542054,0.0
-47.0,50,7415.824008,0.0
-50.0,50,7418.081946,0.0
-50.0,50,7420.344981,0.0
-50.0,50,7422.690759,0.0
-50.0,50,7424.938808,0.0
-50.0,50,7427.205869,0.0
-50.0,50,7429.413766,0.0
-50.0,50,7431.662143,0.0
-50.0,50,7433.89517,0.0
-5.0,50,7436.200578,1.0
-4.0,50,7438.556639,1.0
-50.0,50,7440.718953,0.0
-50.0,50,7442.992058,0.0
-8.0,50,7445.338963,1.0
-50.0,50,7447.613704,0.0
-31.0,50,7449.902317,0.0
-50.0,50,7452.161878,0.0
-50.0,50,7454.333076,0.0
-50.0,50,7456.699129,0.0
-50.0,50,7459.058828,0.0
-4.0,50,7461.396173,1.0
0.0,50,7463.744642,1.0
-50.0,50,7466.014792,0.0
-50.0,50,7468.16881,0.0
-50.0,50,7470.407484,0.0
-47.0,50,7472.774694,0.0
-50.0,50,7475.078577,0.0
0.0,50,7477.358621,1.0
-50.0,50,7479.729771,0.0
-50.0,50,7482.031535,0.0
-45.0,50,7484.335411,0.0
-50.0,50,7486.67492,0.0
-50.0,50,7488.905496,0.0
-50.0,50,7491.392672,0.0
0.0,50,7494.026416,1.0
-47.0,50,7496.312786,0.0
-10.0,50,7498.628639,1.0
-5.0,50,7500.977058,1.0
-45.0,50,7503.255609,0.0
-50.0,50,7505.512816,0.0
-50.0,50,7507.775321,0.0
-50.0,50,7510.046499,0.0
-6.0,50,7512.313156,1.0
-50.0,50,7514.598856,0.0
-50.0,50,7516.882405,0.0
-50.0,50,7519.151559,0.0
-50.0,50,7521.467075,0.0
-5.0,50,7523.744204,1.0
-50.0,50,7525.980838,0.0
-50.0,50,7528.28924,0.0
-50.0,50,7530.644365,0.0
-50.0,50,7533.001021,0.0
-50.0,50,7535.253078,0.0
-50.0,50,7537.449871,0.0
-50.0,50,7539.86347,0.0
-50.0,50,7542.341801,0.0
-50.0,50,7544.666582,0.0
-50.0,50,7547.007871,0.0
-9.0,50,7549.361959,1.0
-48.0,50,7551.735532,0.0
-50.0,50,7553.98137,0.0
-48.0,50,7556.377435,0.0
-50.0,50,7558.601534,0.0
-50.0,50,7560.87701,0.0
-50.0,50,7563.271565,0.0
-50.0,50,7565.593441,0.0
-50.0,50,7567.840783,0.0
-47.0,50,7570.187525,0.0
-50.0,50,7572.598399,0.0
-50.0,50,7574.759764,0.0
-50.0,50,7577.077,0.0
-50.0,50,7579.34459,0.0
-50.0,50,7581.63449,0.0
-50.0,50,7583.893681,0.0
-50.0,50,7586.173503,0.0
-50.0,50,7588.431321,0.0
-46.0,50,7590.751046,0.0
-50.0,50,7593.066286,0.0
-40.0,50,7595.343304,0.0
-50.0,50,7597.617707,0.0
-50.0,50,7599.854306,0.0
-50.0,50,7602.208171,0.0
-50.0,50,7604.453519,0.0
-49.0,50,7606.742226,0.0
-50.0,50,7609.085229,0.0
-50.0,50,7611.383646,0.0
0.0,50,7613.70051,1.0
-50.0,50,7616.243629,0.0
-36.0,50,7618.941005,1.0
-48.0,50,7621.158689,0.0
-50.0,50,7623.475759,0.0
-50.0,50,7625.756016,0.0
-50.0,50,7628.041714,0.0
-50.0,50,7630.256346,0.0
-50.0,50,7632.605527,0.0
-3.0,50,7634.890321,1.0
-46.0,50,7637.125347,0.0
-50.0,50,7639.366001,0.0
-50.0,50,7641.690068,0.0
-50.0,50,7643.897397,0.0
-50.0,50,7646.216581,0.0
-50.0,50,7648.523353,0.0
-46.0,50,7650.737164,0.0
-50.0,50,7653.012145,0.0
-50.0,50,7655.262112,0.0
-50.0,50,7657.530395,0.0
-50.0,50,7659.855262,0.0
-50.0,50,7662.105138,0.0
-50.0,50,7664.315139,0.0
-50.0,50,7666.655393,0.0
0.0,50,7668.956895,1.0
-50.0,50,7671.276407,0.0
-50.0,50,7673.565995,0.0
-50.0,50,7675.827353,0.0
-50.0,50,7678.149431,0.0
-50.0,50,7680.48332,0.0
-50.0,50,7682.799383,0.0
0.0,50,7685.122538,1.0
-15.0,50,7687.482032,1.0
-50.0,50,7689.744683,0.0
-50.0,50,7692.020573,0.0
0.0,50,7694.331382,1.0
-50.0,50,7696.702229,0.0
-50.0,50,7698.997253,0.0
-50.0,50,7701.407868,0.0
-50.0,50,7703.668772,0.0
-49.0,50,7705.871691,0.0
-50.0,50,7708.239754,0.0
-50.0,50,7710.612597,0.0
-50.0,50,7712.975939,0.0
-50.0,50,7715.293086,0.0
-50.0,50,7717.684418,0.0
-49.0,50,7719.97462,0.0
-42.0,50,7722.305727,0.0
-11.0,50,7724.556207,1.0
-50.0,50,7726.850404,0.0
-50.0,50,7729.124333,0.0
-50.0,50,7731.434118,0.0
-50.0,50,7733.728215,0.0
-50.0,50,7735.965063,0.0
-48.0,50,7738.247639,0.0
-11.0,50,7740.766299,1.0
-47.0,50,7743.408651,0.0
-50.0,50,7745.600703,0.0
-50.0,50,7747.908333,0.0
-50.0,50,7750.157537,0.0
-50.0,50,7752.409346,0.0
-49.0,50,7754.695536,0.0
-50.0,50,7757.050267,0.0
-50.0,50,7759.298173,0.0
-50.0,50,7761.623513,0.0
-50.0,50,7763.93812,0.0
-4.0,50,7766.296586,1.0
-50.0,50,7768.64448,0.0
-50.0,50,7770.949412,0.0
-50.0,50,7773.229268,0.0
-50.0,50,7775.511241,0.0
-41.0,50,7777.814551,1.0
-50.0,50,7780.127386,0.0
-42.0,50,7782.353048,0.0
-48.0,50,7784.652912,0.0
-50.0,50,7786.795319,0.0
-50.0,50,7789.142587,0.0
-6.0,50,7791.577976,1.0
-48.0,50,7793.786571,0.0
-50.0,50,7796.039298,0.0
-50.0,50,7798.336386,0.0
-50.0,50,7800.534979,0.0
-50.0,50,7802.881323,0.0
-50.0,50,7805.23404,0.0
-50.0,50,7807.471265,0.0
-50.0,50,7809.810901,0.0
-50.0,50,7812.118739,0.0
-50.0,50,7814.453588,0.0
-42.0,50,7816.809738,0.0
-50.0,50,7819.100172,0.0
-50.0,50,7821.330064,0.0
-50.0,50,7823.561084,0.0
-50.0,50,7825.804634,0.0
-50.0,50,7828.124082,0.0
-48.0,50,7830.474583,0.0
-50.0,50,7832.847797,0.0
-50.0,50,7835.11774,0.0
-50.0,50,7837.465175,0.0
-50.0,50,7839.751512,0.0
-45.0,50,7842.080978,0.0
-10.0,50,7844.407684,1.0
-50.0,50,7846.716299,0.0
-50.0,50,7848.953088,0.0
-49.0,50,7851.344399,0.0
-50.0,50,7853.620954,0.0
-50.0,50,7855.865577,0.0
-39.0,50,7858.246006,0.0
-50.0,50,7860.529086,0.0
-5.0,50,7862.891679,1.0
-50.0,50,7865.363553,0.0
-50.0,50,7867.921811,0.0
-50.0,50,7870.20184,0.0
-50.0,50,7872.540873,0.0
-50.0,50,7874.876652,0.0
-50.0,50,7877.131405,0.0
-50.0,50,7879.353101,0.0
-50.0,50,7881.638404,0.0
-50.0,50,7883.943672,0.0
-44.0,50,7886.225583,0.0
-50.0,50,7888.488556,0.0
-50.0,50,7890.826886,0.0
-50.0,50,7893.092793,0.0
-50.0,50,7895.47857,0.0
-50.0,50,7897.73933,0.0
-50.0,50,7899.996107,0.0
-50.0,50,7902.339261,0.0
-50.0,50,7904.648428,0.0
-50.0,50,7907.045741,0.0
-50.0,50,7909.325366,0.0
-50.0,50,7911.581491,0.0
-50.0,50,7913.914313,0.0
-49.0,50,7916.208634,0.0
-45.0,50,7918.368684,0.0
-8.0,50,7920.62684,1.0
-50.0,50,7922.967244,0.0
-50.0,50,7925.316847,0.0
-50.0,50,7927.72361,0.0
-50.0,50,7929.967668,0.0
0.0,50,7932.24682,1.0
-50.0,50,7934.523624,0.0
-50.0,50,7936.942129,0.0
-50.0,50,7939.158072,0.0
-50.0,50,7941.468052,0.0
-50.0,50,7943.80929,0.0
-50.0,50,7946.026748,0.0
-50.0,50,7948.357401,0.0
-50.0,50,7950.641095,0.0
-50.0,50,7952.898772,0.0
-50.0,50,7955.227492,0.0
-50.0,50,7957.612498,0.0
-50.0,50,7959.976714,0.0
-50.0,50,7962.344694,0.0
-50.0,50,7964.704885,0.0
-50.0,50,7967.102581,0.0
-19.0,50,7969.406792,1.0
-47.0,50,7971.699374,0.0
-3.0,50,7974.067167,1.0
-50.0,50,7976.349091,0.0
-15.0,50,7978.624184,1.0
-50.0,50,7980.830127,0.0
-50.0,50,7983.136797,0.0
-50.0,50,7985.389265,0.0
-50.0,50,7987.725708,0.0
-7.0,50,7990.25419,1.0
-50.0,50,7992.808111,0.0
-50.0,50,7995.098399,0.0
-50.0,50,7997.442761,0.0
-50.0,50,7999.710948,0.0
-50.0,50,8001.908391,0.0
-50.0,50,8004.213357,0.0
-50.0,50,8006.583827,0.0
-50.0,50,8008.799068,0.0
-50.0,50,8011.012462,0.0
-50.0,50,8013.369248,0.0
-47.0,50,8015.71873,0.0
-46.0,50,8018.025299,0.0
-9.0,50,8020.273513,1.0
-50.0,50,8022.517648,0.0
-50.0,50,8024.732306,0.0
-50.0,50,8026.983426,0.0
-50.0,50,8029.25211,0.0
-50.0,50,8031.527416,0.0
-50.0,50,8033.886052,0.0
-50.0,50,8036.188039,0.0
-50.0,50,8038.523319,0.0
-50.0,50,8040.84532,0.0
-50.0,50,8043.168441,0.0
-50.0,50,8045.46898,0.0
-50.0,50,8047.852345,0.0
-50.0,50,8050.233253,0.0
-43.0,50,8052.484986,0.0
-50.0,50,8054.7761,0.0
-50.0,50,8057.084568,0.0
-50.0,50,8059.347779,0.0
-50.0,50,8061.81394,0.0
-39.0,50,8064.195723,0.0
-50.0,50,8068.035812,0.0
-50.0,50,8071.515732,0.0
-50.0,50,8073.88105,0.0
-50.0,50,8076.207985,0.0
-50.0,50,8078.633687,0.0
-50.0,50,8081.077674,0.0
-50.0,50,8083.352587,0.0
-50.0,50,8085.65073,0.0
-50.0,50,8087.921643,0.0
-50.0,50,8090.209488,0.0
-49.0,50,8092.592783,0.0
-50.0,50,8094.877515,0.0
-50.0,50,8097.106963,0.0
-50.0,50,8099.478529,0.0
-50.0,50,8101.855348,0.0
-48.0,50,8104.036875,0.0
-50.0,50,8106.352817,0.0
-50.0,50,8108.724174,0.0
-50.0,50,8111.020364,0.0
-50.0,50,8113.530667,0.0
-50.0,50,8116.097232,0.0
-50.0,50,8118.513345,0.0
-50.0,50,8120.749079,0.0
0.0,50,8123.118369,1.0
-45.0,50,8125.462966,0.0
-50.0,50,8127.581041,0.0
-50.0,50,8129.868503,0.0
-50.0,50,8132.135597,0.0
-50.0,50,8134.430581,0.0
-50.0,50,8136.791986,0.0
-50.0,50,8139.090273,0.0
-50.0,50,8141.356406,0.0
-50.0,50,8143.651072,0.0
-50.0,50,8146.063235,0.0
-50.0,50,8148.419409,0.0
-50.0,50,8150.73606,0.0
-48.0,50,8152.968055,0.0
-50.0,50,8155.282656,0.0
-50.0,50,8157.503928,0.0
-39.0,50,8159.892246,0.0
-50.0,50,8162.188072,0.0
-50.0,50,8164.544896,0.0
-50.0,50,8166.804998,0.0
-50.0,50,8169.045659,0.0
-50.0,50,8171.393231,0.0
-50.0,50,8173.689451,0.0
-50.0,50,8176.017029,0.0
-49.0,50,8178.331239,0.0
-50.0,50,8180.592623,0.0
-50.0,50,8182.914034,0.0
-50.0,50,8185.144559,0.0
-50.0,50,8187.447421,0.0
-47.0,50,8189.720683,0.0
-50.0,50,8192.001306,0.0
